dataset,dataset_label,structure,order,variable,label,type,datatype,length,key,mandatory,role,codelist,origin,comment,core,change
AE,Adverse Events,One record per adverse event per subject,37,AEENDY,Study Day of End of Adverse Event,Num,integer,8,,No,Timing,,Derived,,Perm,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),1,STUDYID,Study Identifier,Char,text,12,1,Yes,Identifier,,CRF Page 7,,Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),2,RDOMAIN,Related Domain Abbreviation,Char,text,2,2,Yes,Identifier,DOMAIN,Assigned,"RDOMAIN=""AE""",Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),3,USUBJID,Unique Subject Identifier,Char,text,11,3,Yes,Identifier,,Derived,"Concatenation of STUDYID, DM.SITEID and DM.SUBJID",Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),4,IDVAR,Identifying Variable,Char,text,8,4,No,Identifier,,Assigned,"IDVAR=""AESEQ""",Exp,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),5,IDVARVAL,Identifying Variable Value,Char,text,200,5,No,Identifier,,Derived,Value of AESEQ of corresponding parent record,Exp,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),6,QNAM,Qualifier Variable Name,Char,text,8,6,Yes,Topic,,Assigned,,Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),7,QLABEL,Qualifier Variable Label,Char,text,40,,Yes,Synonym Qualifier,,Assigned,,Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),8,QVAL,Data Value,Char,text,200,,Yes,Result Qualifier,,Derived,see value level metadata,Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),9,QORIG,Origin,Char,text,200,,Yes,Record Qualifier,,Assigned,,Req,unchanged
SUPPAE,Supplemental Qualifiers for AE,One record per supplemental qualifier per related parent domain record(s),10,QEVAL,Evaluator,Char,text,200,,No,Record Qualifier,EVAL,Assigned,,Exp,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,1,STUDYID,Study Identifier,Char,text,12,1,Yes,Identifier,,CRF Page 7,,Req,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,2,DOMAIN,Domain Abbreviation,Char,text,2,,Yes,Identifier,,Assigned,,Req,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,3,USUBJID,Unique Subject Identifier,Char,text,11,2,Yes,Identifier,,Derived,"Concatenation of STUDYID, DM.SITEID and DM.SUBJID",Req,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,4,DSSEQ,Sequence Number,Num,integer,8,,Yes,Identifier,,Derived,Sequential number identifying records within each USUBJID,Req,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,5,DSSPID,Sponsor-Defined Identifier,Char,text,2,,No,Identifier,,Assigned,,Perm,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,6,DSTERM,Reported Term for the Disposition Event,Char,text,63,,Yes,Topic,,"CRF Page 106, 139",,Req,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,7,DSDECOD,Standardized Disposition Term,Char,text,63,3,Yes,Synonym Qualifier,NCOMPLT|PROTMLST|OTHEVENT,"CRF Page 106, 139",,Req,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,8,DSCAT,Category for Disposition Event,Char,text,17,,No,Grouping Qualifier,DSCAT,Assigned,,Exp,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,9,VISITNUM,Visit Number,Num,float,8,,No,Timing,VISITNUM,"CRF Page 106, 139",,Perm,kept from pilot; allowed by SDTM but not in the SDTMIG 3.4 domain table
DS,Disposition,One record per disposition status or protocol milestone per subject,10,VISIT,Visit Name,Char,text,19,,No,Timing,VISIT,"CRF Page 106, 139",,Perm,kept from pilot; allowed by SDTM but not in the SDTMIG 3.4 domain table
DS,Disposition,One record per disposition status or protocol milestone per subject,11,EPOCH,Epoch,Char,text,20,,No,Timing,EPOCH,,,Perm,added (Perm in SDTMIG 3.4; needed for a conformance fix)
DS,Disposition,One record per disposition status or protocol milestone per subject,12,DSDTC,Date/Time of Collection,Char,datetime,19,,No,Timing,,"CRF Page 106, 139",,Perm,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,13,DSSTDTC,Start Date/Time of Disposition Event,Char,date,10,4,No,Timing,,"CRF Page 106, 139",,Exp,unchanged
DS,Disposition,One record per disposition status or protocol milestone per subject,14,DSDY,Study Day of Collection,Num,integer,8,,No,Timing,,,,Perm,added (Perm in SDTMIG 3.4)
DS,Disposition,One record per disposition status or protocol milestone per subject,15,DSSTDY,Study Day of Start of Disposition Event,Num,integer,8,,No,Timing,,Derived,,Exp,core Perm -> Exp
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),1,STUDYID,Study Identifier,Char,text,12,1,Yes,Identifier,,CRF Page 7,,Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),2,RDOMAIN,Related Domain Abbreviation,Char,text,2,2,Yes,Identifier,DOMAIN,Assigned,"RDOMAIN=""DS""",Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),3,USUBJID,Unique Subject Identifier,Char,text,11,3,Yes,Identifier,,Derived,"Concatenation of STUDYID, DM.SITEID and DM.SUBJID",Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),4,IDVAR,Identifying Variable,Char,text,8,4,No,Identifier,,Assigned,"IDVAR=""DSSEQ""",Exp,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),5,IDVARVAL,Identifying Variable Value,Char,text,200,5,No,Identifier,,Derived,Value of DSSEQ of corresponding parent record,Exp,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),6,QNAM,Qualifier Variable Name,Char,text,8,6,Yes,Topic,,Assigned,,Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),7,QLABEL,Qualifier Variable Label,Char,text,40,,Yes,Synonym Qualifier,,"CRF Pages 106, 139",,Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),8,QVAL,Data Value,Char,text,200,,Yes,Result Qualifier,,"CRF Pages 106, 139",see value level metadata,Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),9,QORIG,Origin,Char,text,200,,Yes,Record Qualifier,,Assigned,,Req,unchanged
SUPPDS,Supplemental Qualifiers for DS,One record per supplemental qualifier per related parent domain record(s),10,QEVAL,Evaluator,Char,text,200,,No,Record Qualifier,EVAL,Assigned,,Exp,unchanged
